"x"
"C7orf40|285958"
"RGPD5|84220"
"ATOH8|84913"
"TRAIP|10293"
"EPHA10|284656"
"HSBP1|3281"
"NUB1|51667"
"ZNF567|163081"
"CCL7|6354"
"PPARGC1A|10891"
"FRZB|2487"
"PAIP2|51247"
"TP53RK|112858"
"MX1|4599"
"H19|283120"
"SKA2|348235"
"MLL5|55904"
"AUH|549"
"SCARA3|51435"
"FLJ45244|400242"
"AKAP13|11214"
"NUP93|9688"
"NAP1L4|4676"
"C7orf41|222166"
"MRPS31|10240"
"EFHC1|114327"
"DLG2|1740"
"PL-5283|647087"
"MRPS18C|51023"
"SRFBP1|153443"
"RBMS1|5937"
"FAM86D|692099"
"LOC388152|388152"
"ANLN|54443"
"DECR1|1666"
"SEPT7P2|641977"
"ARL8A|127829"
"EXOSC8|11340"
"CARS|833"
"MCC|4163"
"KCNJ14|3770"
"GRASP|160622"
"CD9|928"
"HBS1L|10767"
"EPHB4|2050"
"DPP9|91039"
"CHM|1121"
"CD300LF|146722"
"IFI44L|10964"
"ERBB2IP|55914"
"PDCD1|5133"
"C18orf22|79863"
"QPCT|25797"
"PDE6B|5158"
"NCAPH2|29781"
"SRRT|51593"
"LOC100190939|100190939"
"TMC7|79905"
"PACSIN1|29993"
"RBM15|64783"
"OAZ3|51686"
"MFSD11|79157"
"DEDD2|162989"
"RBPMS|11030"
"NUDT15|55270"
"RNASE7|84659"
"PRR15|222171"
"KIRREL|55243"
"ARAP1|116985"
"ANKRD58|347454"
"PNO1|56902"
"WDR19|57728"
"ENOSF1|55556"
"RBM18|92400"
"NFX1|4799"
"LEPREL2|10536"
"NUP210|23225"
"NCRNA00094|266655"
"BMI1|648"
"GSTA4|2941"
"TRPV3|162514"
"SAC3D1|29901"
"ARRDC3|57561"
"ARL16|339231"
"LTC4S|4056"
"C6orf147|387097"
"GTF2A2|2958"
"NUPL2|11097"
"CNPY4|245812"
"PLEKHM2|23207"
"G3BP2|9908"
"IL1RL1|9173"
"SAFB2|9667"
"RAB11FIP3|9727"
"ZW10|9183"
"SPC25|57405"
"SFRS5|6430"
"XYLT1|64131"
"VDAC3|7419"
"ATP5C1|509"
"ZNF638|27332"
"NCEH1|57552"
"APOBEC3B|9582"
"ME2|4200"
"MAPKSP1|8649"
"HOXB13|10481"
"PARP9|83666"
"OGFRL1|79627"
"BIRC3|330"
"SCUBE2|57758"
"CTNND1|1500"
"MBP|4155"
"ZFY|7544"
"HEXIM1|10614"
"NHLRC1|378884"
"HSPG2|3339"
"COL4A1|1282"
"SUSD5|26032"
"PIM3|415116"
"KDELR3|11015"
"USH1C|10083"
"GLT8D1|55830"
"FCRL5|83416"
"KREMEN1|83999"
"ERBB2|2064"
"SGK269|79834"
"SMARCAL1|50485"
"KBTBD6|89890"
"PDCD7|10081"
"IK|3550"
"LHX2|9355"
"RILPL2|196383"
"C7orf42|55069"
"FER1L6|654463"
"ANKIB1|54467"
"SSB|6741"
"BBX|56987"
"PDXK|8566"
"ME1|4199"
"ZNF595|152687"
"ZFYVE1|53349"
"SNHG11|128439"
"MRPS7|51081"
"CCDC134|79879"
"EHMT1|79813"
"EIF4E|1977"
"RRAGD|58528"
"NDUFA1|4694"
"KCNQ5|56479"
"TCEAL1|9338"
"ACBD7|414149"
"MRPS34|65993"
"PARG|8505"
"CEP55|55165"
"DNMT3B|1789"
"COQ2|27235"
"ZNF618|114991"
"COL4A6|1288"
"SPATA18|132671"
"PAK2|5062"
"ANO6|196527"
"NBEAL1|65065"
"FBXW4|6468"
"RPL23AP53|644128"
"USP51|158880"
"SLCO2A1|6578"
"L3MBTL|26013"
"FLJ11235|54508"
"EMILIN3|90187"
"ANAPC5|51433"
"RIMS2|9699"
"ZNF285|26974"
"ANO7|50636"
"PPAPDC3|84814"
"COPG2|26958"
"CDC37L1|55664"
"ZNF229|7772"
"TMEM61|199964"
"B9D1|27077"
"RAB4B|53916"
"SMAD5|4090"
"IFI27|3429"
"NUDT13|25961"
"N4BP2L2|10443"
"AK3L1|205"
"FASTKD3|79072"
"KIAA1143|57456"
"HSPB7|27129"
"AKR1C3|8644"
"C3orf31|132001"
"MCF2L|23263"
"TAGAP|117289"
"TRPM4|54795"
"KIAA1967|57805"
"KRT1|3848"
"EIF2C4|192670"
"C16orf62|57020"
"SLC25A38|54977"
"TCHP|84260"
"GUF1|60558"
"TRAM1|23471"
"C1orf38|9473"
"EIF3F|8665"
"AFAP1L2|84632"
"FN3KRP|79672"
"PKP2|5318"
"ELP2|55250"
"GRAMD1C|54762"
"C17orf28|283987"
"F13A1|2162"
"WEE1|7465"
"SPSB3|90864"
"AMOTL2|51421"
"APOBEC3F|200316"
"SNAPC4|6621"
"HPRT1|3251"
"HLA-DPA1|3113"
"CHST9|83539"
"RFX1|5989"
"UHMK1|127933"
"THADA|63892"
"SFRS9|8683"
"ST3GAL6|10402"
"ZNF615|284370"
"DIO3|1735"
"NAA16|79612"
"CSDC2|27254"
"SNTA1|6640"
"ZNF32|7580"
"PER3|8863"
"STK40|83931"
"NDUFA4L2|56901"
"SYTL2|54843"
"SFRS13B|135295"
"GIPR|2696"
"CNN1|1264"
"IL24|11009"
"CADM1|23705"
"HES1|3280"
"ABL1|25"
"MMP24|10893"
"ARMCX3|51566"
"GNS|2799"
"AGGF1|55109"
"ZNF41|7592"
"DQX1|165545"
"NKX2-8|26257"
"BAI1|575"
"CHST7|56548"
"C1orf135|79000"
"RGS5|8490"
"EDEM2|55741"
"SNORD116-4|100033416"
"RAB20|55647"
"CSTF2T|23283"
"DHX57|90957"
"ASGR1|432"
"ATP8B4|79895"
"PRMT10|90826"
"TUBB6|84617"
"CAD|790"
"C19orf47|126526"
"C19orf25|148223"
"PCDHB14|56122"
"CTSB|1508"
"YWHAB|7529"
"LOC100132287|100132287"
"TRA2B|6434"
"LMNB1|4001"
"SLMO1|10650"
"ZFAND5|7763"
"PRNP|5621"
"IRF7|3665"
"WASF2|10163"
"IRS2|8660"
"BRD2|6046"
"MYBPC1|4604"
"MEST|4232"
"GUSBL1|387036"
"A1BG|1"
"CDK4|1019"
"PARP3|10039"
"TIAF1|9220"
"PCDHGC3|5098"
"LAMA4|3910"
"COL1A1|1277"
"GRB2|2885"
"KIAA1107|23285"
"CCDC125|202243"
"IL1F5|26525"
"CAMSAP1L1|23271"
"C9orf3|84909"
"ATRIP|84126"
"TMEM63B|55362"
"EFTUD1|79631"
"PTS|5805"
"MAPKAPK5|8550"
"AFF3|3899"
"MCM8|84515"
"GALNT6|11226"
"C10orf84|63877"
"GMFB|2764"
"COX6B1|1340"
"ANP32E|81611"
"ATP5EP2|432369"
"SDR16C5|195814"
"PQLC1|80148"
"TMX4|56255"
"TMEM183A|92703"
"GDPD3|79153"
"C11orf61|79684"
"SPSB1|80176"
"ARL5A|26225"
"SP2|6668"
"ZNF318|24149"
"CA12|771"
"NUTF2|10204"
"CDK5R1|8851"
"PTPRR|5801"
"STMN3|50861"
"PCDHB8|56128"
"GREM2|64388"
"CAPS2|84698"
"CCNT2|905"
"INPP1|3628"
"SLC19A2|10560"
"WDR72|256764"
"GCFC1|94104"
"TLE2|7089"
"LTK|4058"
"YPEL5|51646"
"CAST|831"
"RARB|5915"
"MMP16|4325"
"FAM48A|55578"
"C10orf78|119392"
"NDE1|54820"
"PIGF|5281"
"PLA2G4F|255189"
"SYTL3|94120"
"GBE1|2632"
"CD44|960"
"B3GNT8|374907"
"MORF4L2|9643"
"CAT|847"
"DAB2|1601"
"MAGEF1|64110"
"LOC730101|730101"
"ANGEL2|90806"
"TMEM71|137835"
"LOC650368|650368"
"RMND5B|64777"
"PPP1R2P3|153743"
"AMY2B|280"
"OCLN|4950"
"CNN3|1266"
"OCIAD2|132299"
"PPID|5481"
"MANSC1|54682"
"FLJ36031|168455"
"STXBP2|6813"
"LOC729375|729375"
"C14orf119|55017"
"USP47|55031"
"S100A9|6280"
"UCKL1AS|100113386"
"PLCH2|9651"
"C6orf225|619208"
"MYD88|4615"
"HACE1|57531"
"ZNF512B|57473"
"ASF1A|25842"
"TBX2|6909"
"C12orf76|400073"
"FGFR4|2264"
"ALG1|56052"
"LOC143188|143188"
"CD96|10225"
"ZNF224|7767"
"MTHFD2|10797"
"PPP1R9A|55607"
"TCN2|6948"
"KLHL2|11275"
"RHBDD1|84236"
"KIF23|9493"
"TMEM50A|23585"
"SDHB|6390"
"MIPEP|4285"
"NLK|51701"
"ZFYVE16|9765"
"ANKRD36|375248"
"NKAIN1|79570"
"AFF2|2334"
"ZNF234|10780"
"PLCXD2|257068"
"MBNL2|10150"
"CYB5R3|1727"
"PURB|5814"
"FANCA|2175"
"NUDT11|55190"
"CTAGE5|4253"
"PNKP|11284"
"C16orf70|80262"
"FZD4|8322"
"DENR|8562"
"ALOX12|239"
"LASS3|204219"
"EML1|2009"
"TRAPPC6B|122553"
"NDUFAF3|25915"
"C1orf56|54964"
"IFNAR2|3455"
"CLCC1|23155"
"SHPRH|257218"
"MMAB|326625"
"TM9SF3|56889"
"C17orf76|388341"
"CXCR5|643"
"CTPS2|56474"
"CARHSP1|23589"
"EIF1AD|84285"
"PHF15|23338"
"LSM4|25804"
"ZNF407|55628"
"ZNF564|163050"
"EIF3C|8663"
"PIK3IP1|113791"
"LDHD|197257"
"IDH2|3418"
"ADRBK1|156"
"UPF3A|65110"
"RYBP|23429"
"COQ10B|80219"
"TSPAN12|23554"
"PYGB|5834"
"TMEM158|25907"
"PPIA|5478"
"MAPK13|5603"
"GRK5|2869"
"DDR1|780"
"GFPT1|2673"
"ATP6V1G1|9550"
"MFSD8|256471"
"COL6A1|1291"
"PFKFB4|5210"
"SP6|80320"
"SLC17A5|26503"
"NPDC1|56654"
"KBTBD12|166348"
"CCDC123|84902"
"NRG4|145957"
"HLA-G|3135"
"ILF2|3608"
"SOX6|55553"
"FEM1B|10116"
"FAM179B|23116"
"CDA|978"
"RBM38|55544"
"ATIC|471"
"LOC202781|202781"
"VPS26A|9559"
"RARA|5914"
"GALNTL1|57452"
"TTTY15|64595"
"THBD|7056"
"GPATCH4|54865"
"ADAMTS2|9509"
"MRPS35|60488"
"GATM|2628"
"URB2|9816"
"COPS7B|64708"
"C7orf26|79034"
"NPAS1|4861"
"TIMP2|7077"
"LUC7L|55692"
"IP6K2|51447"
"LACTB2|51110"
"CSF2|1437"
"FER1L4|80307"
"RAPSN|5913"
"BCL2L12|83596"
"C17orf57|124989"
"TTC21A|199223"
"C4orf48|401115"
"TESK1|7016"
"TLE4|7091"
"ASPRV1|151516"
"LAMB2|3913"
"ARL11|115761"
"C9orf114|51490"
"SPTBN5|51332"
"GALK2|2585"
"LRRC34|151827"
"ADAMTS17|170691"
"TMEM87B|84910"
"ROGDI|79641"
"LEMD1|93273"
"PJA2|9867"
"C2orf88|84281"
"SUOX|6821"
"DTNBP1|84062"
"ABHD14B|84836"
"LDLRAP1|26119"
"CIDEB|27141"
"CDKL2|8999"
"ARPC5L|81873"
"RAB1B|81876"
"E2F5|1875"
"GUCY1A3|2982"
"ARL4D|379"
"SAT2|112483"
"ALS2|57679"
"SNRPN|6638"
"C9orf172|389813"
"MFAP3|4238"
"ARHGAP17|55114"
"ZNF697|90874"
"POLK|51426"
"TPK1|27010"
"TIGD1|200765"
"CLDN15|24146"
"PEX11G|92960"
"LRRC3|81543"
"TGFB3|7043"
"KIAA0247|9766"
"RRM2|6241"
"SOCS2|8835"
"DOCK6|57572"
"PVRIG|79037"
"SEL1L|6400"
"C16orf68|79091"
"PSMF1|9491"
"TNFRSF11B|4982"
"C1orf50|79078"
"CINP|51550"
"SNHG3|8420"
"PTPLAD1|51495"
"C9orf129|445577"
"BLVRB|645"
"IFITM3|10410"
"FAM40B|57464"
"ARRDC2|27106"
"EXPH5|23086"
"C1orf110|339512"
"FCRL3|115352"
"ACACB|32"
"NBN|4683"
"MTHFSD|64779"
"SHISA5|51246"
"C9orf103|414328"
"WISP2|8839"
"SUMF1|285362"
"DDX27|55661"
"SDHA|6389"
"TMEM120B|144404"
"SNX8|29886"
"RRP7B|91695"
"SUCLG1|8802"
"ISM2|145501"
"CASP3|836"
"RGS10|6001"
"DYNLT3|6990"
"FGFR3|2261"
"FAT4|79633"
"C6orf35|729515"
"ARV1|64801"
"CCR1|1230"
"ERCC2|2068"
"MGA|23269"
"GZF1|64412"
"HECW2|57520"
"C16orf53|79447"
"RGS9|8787"
"CATSPER2P1|440278"
"DNAJC18|202052"
"SLC25A4|291"
"AP3S1|1176"
"WDR46|9277"
"RENBP|5973"
"B4GALT5|9334"
"HMMR|3161"
"TBC1D24|57465"
"STXBP1|6812"
"ANKRD39|51239"
"TMEM59L|25789"
"MLL3|58508"
"TTLL3|26140"
"DSE|29940"
"DACT1|51339"
"DHX9|1660"
"PLEKHB1|58473"
"DIAPH2|1730"
"ATP2A2|488"
"SNW1|22938"
"KIAA0586|9786"
"FAM53A|152877"
"ZNF195|7748"
"TTC9C|283237"
"ARHGAP15|55843"
"LARP1|23367"
"B9D2|80776"
"SLC12A9|56996"
"TLCD1|116238"
"RAB11FIP4|84440"
"GMPPB|29925"
"TBC1D1|23216"
"PTPN23|25930"
"PLAGL2|5326"
"ZMAT5|55954"
"NXN|64359"
"ISCA1P1|389293"
"BLK|640"
"HSPB11|51668"
"C5orf28|64417"
"NGDN|25983"
"RAD51AP1|10635"
"ITGB3BP|23421"
"WDR83|84292"
"GATA2|2624"
"ZIC5|85416"
"MSC|9242"
"MRPL27|51264"
"LRP8|7804"
"OSBPL8|114882"
"KRT34|3885"
"RPS9|6203"
"WDR90|197335"
"BCCIP|56647"
"ZBTB7C|201501"
"TBC1D16|125058"
"ZFP3|124961"
"PNRC2|55629"
"USP15|9958"
"BEND6|221336"
"KHSRP|8570"
"ZNF490|57474"
"ZNF236|7776"
"STAR|6770"
"LOXL1|4016"
"KLRG2|346689"
"ANKHD1|54882"
"TBC1D22B|55633"
"PVRL2|5819"
"FHIT|2272"
"CTBP2|1488"
"EXOC3|11336"
"SLC15A2|6565"
"WDR41|55255"
"RPL6|6128"
"CEP135|9662"
"RNF139|11236"
"ADRA2C|152"
"BIN3|55909"
"LIPT1|51601"
"PPP1R14A|94274"
"CCDC151|115948"
"LOC162632|162632"
"BAG4|9530"
"TOP2A|7153"
"GK|2710"
"MNS1|55329"
"PNPLA3|80339"
"PFAS|5198"
"SDAD1|55153"
"ZNF469|84627"
"PHF6|84295"
"CREBZF|58487"
"ADRB1|153"
"DOCK9|23348"
"PSMA3|5684"
"GFI1|2672"
"ARID4B|51742"
"ZNF823|55552"
"SFRS18|25957"
"CACNB3|784"
"TSPYL2|64061"
"AARSD1|80755"
"VKORC1|79001"
"TBC1D14|57533"
"GGT1|2678"
"MGST2|4258"
"RPS6KA2|6196"
"XRCC6BP1|91419"
"HMGCL|3155"
"NUDT7|283927"
"ATE1|11101"
"OAT|4942"
"SCLY|51540"
"RAB14|51552"
"FOSB|2354"
"IFI30|10437"
"C10orf67|256815"
"TP53BP1|7158"
"NEDD9|4739"
"BIRC2|329"
"ECM2|1842"
"TMEM151B|441151"
"ACAD8|27034"
"TIMP3|7078"
"SLC38A4|55089"
"MTX1|4580"
"LPCAT2|54947"
"NR2C1|7181"
"DOLK|22845"
"ZNF81|347344"
"RNF185|91445"
"CKAP2|26586"
"SRGN|5552"
"GPR68|8111"
"CISH|1154"
"RPS11|6205"
"NMRAL1|57407"
"MUSTN1|389125"
"STRN3|29966"
"MTF2|22823"
"SNX20|124460"
"LRRC2|79442"
"DPP7|29952"
"ZZZ3|26009"
"BMPR2|659"
"FAM109B|150368"
"AARS2|57505"
"MFAP4|4239"
"KIF20B|9585"
"PCDHGC5|56097"
"TRIM11|81559"
"PLS3|5358"
"PLEKHA5|54477"
"TNFSF8|944"
"GNAI2|2771"
"C10orf137|26098"
"PHRF1|57661"
"BCL9|607"
"ZNF434|54925"
"NOTCH1|4851"
"C10orf35|219738"
"HCG26|352961"
"CTAGE4|100128553"
"PXMP2|5827"
"PNN|5411"
"DGUOK|1716"
"TIMM17A|10440"
"CDC16|8881"
"OTUD6B|51633"
"EPB41L4B|54566"
"SPIN2B|474343"
"MMP11|4320"
"ZBTB11|27107"
"LENG9|94059"
"NAIP|4671"
"TOMM7|54543"
"LDB1|8861"
"CUL4A|8451"
"ABHD2|11057"
"GFOD1|54438"
"NT5DC2|64943"
"EFNB3|1949"
"CYP2D6|1565"
"TTC1|7265"
"TMEM26|219623"
"KPNA1|3836"
"EMP3|2014"
"CSRP1|1465"
"ZNF486|90649"
"CNNM2|54805"
"SNUPN|10073"
"FLJ13197|79667"
"C3orf67|200844"
"MORN1|79906"
"AKAP3|10566"
"MAP3K4|4216"
"ERBB3|2065"
"LY9|4063"
"LOC493754|493754"
"HMGCS1|3157"
"AGK|55750"
"RHOBTB2|23221"
"DUOXA1|90527"
"VCPIP1|80124"
"TMED7|51014"
"TMEM150B|284417"
"AGFG1|3267"
"MYO18A|399687"
"UQCRQ|27089"
"IFI27L1|122509"
"FBXL16|146330"
"TSNARE1|203062"
"MRPS18A|55168"
"UPF3B|65109"
"HABP4|22927"
"PHC2|1912"
"PPP1R10|5514"
"CCDC144B|284047"
"TK2|7084"
"SYCP2|10388"
"CTF1|1489"
"PTPRA|5786"
"SLAIN1|122060"
"LOC644936|644936"
"LLPH|84298"
"FLJ33630|644873"
"SERPINB2|5055"
"VCL|7414"
"HMGN4|10473"
"LIMK1|3984"
"TRIP4|9325"
"SNRNP200|23020"
"ZNF620|253639"
"CCDC101|112869"
"IKZF5|64376"
"TRIM16|10626"
"MRPL47|57129"
"PPP1R9B|84687"
"CPSF1|29894"
"SIRPG|55423"
"ZNF74|7625"
"TFEC|22797"
"MYCL1|4610"
"GAMT|2593"
"CHRNB1|1140"
"SHC1|6464"
"HOXB3|3213"
"PLS1|5357"
"C10orf46|143384"
"HMHA1|23526"
"SLC25A44|9673"
"GLIS2|84662"
"IL11RA|3590"
"ABL2|27"
"STK16|8576"
"NOP10|55505"
"C2CD2|25966"
"EIF5B|9669"
"C1orf123|54987"
"FAM110B|90362"
"ANKRD11|29123"
"C1orf174|339448"
"MRPL30|51263"
"MCM4|4173"
"HSBP1L1|440498"
"C11orf1|64776"
"TLX3|30012"
"ETV2|2116"
"MEF2C|4208"
"FAM200B|285550"
"BCAT1|586"
"PPP1R7|5510"
"LY6G5C|80741"
"HINT3|135114"
"NDUFA5|4698"
"ABCA7|10347"
"LMBRD2|92255"
"CDCA8|55143"
"MSTO1|55154"
"PPP1R3E|90673"
"IQGAP2|10788"
"GGNBP2|79893"
"YPEL3|83719"
"F8|2157"
"TUBB2C|10383"
"ADAT1|23536"
"TIMM22|29928"
"SYPL1|6856"
"RPL23AP7|118433"
"VBP1|7411"
"FAM20C|56975"
"FAM180A|389558"
"EMD|2010"
"RNF126|55658"
"IL6ST|3572"
"ANKRD13B|124930"
"PRMT5|10419"
"TATDN3|128387"
"ZNF786|136051"
"TMPRSS13|84000"
"STX1A|6804"
"SAMD8|142891"
"RARRES1|5918"
"SCCPDH|51097"
"B3GAT3|26229"
"LOC728554|728554"
"APITD1|378708"
"SH3GLB2|56904"
"CASP10|843"
"CDC42EP5|148170"
"MTMR15|22909"
"MACROD2|140733"
"TNRC6C|57690"
"EIF4EBP1|1978"
"HAT1|8520"
"PSIP1|11168"
"LOC642826|642826"
"RRAGB|10325"
"PRIC285|85441"
"SLC2A1|6513"
"DAPK2|23604"
"TBC1D25|4943"
"CRTC1|23373"
"CHSY1|22856"
"ITGB1BP2|26548"
"C1orf122|127687"
"NFIX|4784"
"UBXN1|51035"
"IL13RA2|3598"
"RAET1E|135250"
"MBOAT7|79143"
"POLD2|5425"
"PITRM1|10531"
"MFSD10|10227"
"C3orf34|84984"
"ATG16L1|55054"
"EIF1B|10289"
"RAP1GAP|5909"
"IFT172|26160"
"WDR3|10885"
"CXorf49B|100132994"
"FAM98C|147965"
"C9orf152|401546"
"FXYD6|53826"
"HMGCR|3156"
"PCBD2|84105"
"DZIP1L|199221"
"LRRC27|80313"
"SR140|23350"
"RBP4|5950"
"CCDC146|57639"
"BRD3|8019"
"ULBP2|80328"
"PTPN18|26469"
"ZNF774|342132"
"PCMTD1|115294"
"MLH1|4292"
"ANK2|287"
"GXYLT2|727936"
"DCTD|1635"
"ATP6V0D2|245972"
"SCUBE1|80274"
"LOC642852|642852"
"ANXA10|11199"
"COPB2|9276"
"KRT17|3872"
"ZBTB34|403341"
"FHAD1|114827"
"BUD31|8896"
"GBP3|2635"
"EDN1|1906"
"PDE9A|5152"
"ZNF692|55657"
"LASS6|253782"
"TSNAX|7257"
"PTPLB|201562"
"C17orf59|54785"
"UBIAD1|29914"
"MPZ|4359"
"LOC388588|388588"
"CP110|9738"
"KAT5|10524"
"RNF208|727800"
"TMSB15A|11013"
"NRL|4901"
"DPAGT1|1798"
"CLEC2D|29121"
"STX10|8677"
"IL22RA1|58985"
"TMLHE|55217"
"C10orf99|387695"
"C8orf45|157777"
"KIAA1239|57495"
"G6PD|2539"
"C11orf83|790955"
"WIPF2|147179"
"MSTO2P|100129405"
"FAM114A2|10827"
"SCRN2|90507"
"RPP25|54913"
"RPL5|6125"
"SRGAP1|57522"
"FAM132A|388581"
"RNF13|11342"
"RPL27A|6157"
"SNCG|6623"
"HSD17B6|8630"
"GZMK|3003"
"BRMS1|25855"
"ITPRIPL1|150771"
"DMD|1756"
"LOC152217|152217"
"SLC7A2|6542"
"TMEM30B|161291"
"MST1|4485"
"MBNL3|55796"
"ZNF597|146434"
"SNAP29|9342"
"CIRH1A|84916"
"C15orf23|90417"
"ZNF839|55778"
"ASCC2|84164"
"DDAH1|23576"
"AKR1C1|1645"
"SNRPA|6626"
"ATP6V1C1|528"
"APOE|348"
"HTR7|3363"
"FAM46C|54855"
"CAND1|55832"
"PCDHGB1|56104"
"SLC25A34|284723"
"ASRGL1|80150"
"KIAA1407|57577"
"KLF11|8462"
"ATG5|9474"
"SLC48A1|55652"
"RASGRP2|10235"
"FABP4|2167"
"PLCB1|23236"
"UPF1|5976"
"C16orf63|123811"
"XAB2|56949"
"IGF2|3481"
"SHISA2|387914"
"PCDHB13|56123"
"HKR1|284459"
"RAB12|201475"
"ABI3|51225"
"LAMP3|27074"
"ZC3H6|376940"
"ACD|65057"
"HOXA9|3205"
"MGAT4A|11320"
"MFSD9|84804"
"FHDC1|85462"
"ZNF554|115196"
"ELF1|1997"
"DDT|1652"
"TMEM144|55314"
"ZNF653|115950"
"DHX36|170506"
"GSTM3|2947"
"GSR|2936"
"RNF168|165918"
"EEF1G|1937"
"C1orf9|51430"
"D2HGDH|728294"
"XPNPEP1|7511"
"DUSP6|1848"
"TRIM28|10155"
"DFFA|1676"
"DLX5|1749"
"FMNL1|752"
"LOC283070|283070"
"SLC36A1|206358"
"PGBD2|267002"
"UBA6|55236"
"BTG3|10950"
"MUC20|200958"
"RSF1|51773"
"RPS6|6194"
"ZDHHC14|79683"
"TCTA|6988"
"CHST11|50515"
"ZNF385D|79750"
"CSAG1|158511"
"MT1F|4494"
"SLC27A2|11001"
"NRN1|51299"
"MAP1B|4131"
"CACYBP|27101"
"ZDHHC16|84287"
"CTNS|1497"
"ZNF385A|25946"
"SARS2|54938"
"RAD51L1|5890"
"CASD1|64921"
"LONP1|9361"
"ARL4A|10124"
"MPV17L|255027"
"CCDC102A|92922"
"PIM2|11040"
"UBXN4|23190"
"TRMT112|51504"
"RIC8A|60626"
"RAD50|10111"
"ZNF521|25925"
"C14orf153|84334"
"CLIC5|53405"
"ZKSCAN5|23660"
"FGFR1OP|11116"
"LAMB3|3914"
"IL18R1|8809"
"GIMAP6|474344"
"SEMA4D|10507"
"STRADB|55437"
"NOL3|8996"
"PGPEP1|54858"
"CD28|940"
"TNKS|8658"
"RBKS|64080"
"DEPDC7|91614"
"C14orf79|122616"
"PRAME|23532"
"TACO1|51204"
"ABCB8|11194"
"CHST15|51363"
"CDHR1|92211"
"ZNF767|79970"
"TBX4|9496"
"CD38|952"
"MRFAP1L1|114932"
"MARK2|2011"
"SHROOM2|357"
"CYBA|1535"
"ANXA2P3|305"
"CXCL6|6372"
"FAM171B|165215"
"MCM3|4172"
"SEPT11|55752"
"IKBKE|9641"
"GPR65|8477"
"WDR82|80335"
"ZNF765|91661"
"TMEM27|57393"
"MAPT|4137"
"GSDMB|55876"
"KLK9|284366"
"LOH12CR2|503693"
"PPM1J|333926"
"UVRAG|7405"
"TRIM3|10612"
"GPR153|387509"
"CCL3|6348"
"TREM1|54210"
"MINA|84864"
"BPHL|670"
"C2orf16|84226"
"MRPL3|11222"
"SPDEF|25803"
"SLC29A1|2030"
"SH3BP5L|80851"
"TMCC2|9911"
"FGFRL1|53834"
"TTYH3|80727"
"BTG2|7832"
"SH3PXD2A|9644"
"KRT78|196374"
"PRPF38B|55119"
"FUT6|2528"
"TMEM220|388335"
"SNRK|54861"
"TOM1L2|146691"
"SLC2A6|11182"
"SNURF|8926"
"ARPC1A|10552"
"WSB2|55884"
"NR1D2|9975"
"GTF2E2|2961"
"ELMO3|79767"
"AZIN1|51582"
"RPL35|11224"
"MVK|4598"
"KCNK2|3776"
"FADS1|3992"
"TAF4B|6875"
"FLJ90757|440465"
"RTTN|25914"
"SLC45A4|57210"
"SUMO2|6613"
"WDR77|79084"
"S100A1|6271"
"HADH|3033"
"ACBD3|64746"
"BNC1|646"
"C7orf13|129790"
"ACHE|43"
"FOXN2|3344"
"GNAI1|2770"
"ATMIN|23300"
"ICAM1|3383"
"CDAN1|146059"
"ODAM|54959"
"C7orf55|154791"
"CLMN|79789"
"RNASEH2C|84153"
"TAGLN|6876"
"BTBD11|121551"
"C9orf116|138162"
"CD53|963"
"RBM12|10137"
"LRRC8D|55144"
"IL33|90865"
"DNAJA4|55466"
"MARCH9|92979"
"PATL2|197135"
"HOXC10|3226"
"INTS4L1|285905"
"ZNF189|7743"
"C4orf27|54969"
"ATP5G1|516"
"NDRG3|57446"
"DMAP1|55929"
"TXNDC9|10190"
"CCNY|219771"
"REXO1|57455"
"PGM1|5236"
"VEPH1|79674"
"FAM124A|220108"
"DUSP5|1847"
"KHK|3795"
"DDX50|79009"
"GLCCI1|113263"
"IGHMBP2|3508"
"TAF1|6872"
"BCAP29|55973"
"FCGR1A|2209"
"MSX1|4487"
"DPH2|1802"
"MGC42105|167359"
"MAP9|79884"
"WDR74|54663"
"TM9SF1|10548"
"EMID2|136227"
"C12orf11|55726"
"CCDC115|84317"
"CDK5RAP1|51654"
"GEMIN8P4|492303"
"NAT6|24142"
"PNKD|25953"
"CHL1|10752"
"MAP4K2|5871"
"PHYHD1|254295"
"NIPAL4|348938"
"LOC100131691|100131691"
"MINPP1|9562"
"FLVCR2|55640"
"LARS2|23395"
"GRAMD3|65983"
"NUDT4|11163"
"DENND4B|9909"
"ARMCX2|9823"
"SPRYD4|283377"
"CD84|8832"
"FAM65B|9750"
"UGT1A8|54576"
"PSMA5|5686"
"CUEDC1|404093"
"SPG11|80208"
"KLHL3|26249"
"OXER1|165140"
"LRWD1|222229"
"FBXL22|283807"
"C10orf11|83938"
"KIAA1012|22878"
"HIST1H3G|8355"
"ABTB2|25841"
"TMEM45B|120224"
"USP6|9098"
"TBX1|6899"
"INO80C|125476"
"SPON2|10417"
"C16orf93|90835"
"KNTC1|9735"
"ZNF28|7576"
"SERHL2|253190"
"CYB5RL|606495"
"SUN1|23353"
"ADRA2B|151"
"RABL2A|11159"
"GYLTL1B|120071"
"XRN2|22803"
"TMEM107|84314"
"STX8|9482"
"PECAM1|5175"
"SLURP1|57152"
"PHF16|9767"
"SPINT2|10653"
"FUT2|2524"
"EIF2C3|192669"
"NEDD4|4734"
"MRPS22|56945"
"RASSF3|283349"
"RASL11A|387496"
"TCF4|6925"
"SPARCL1|8404"
